Rest_id,D_ID,D_type,volume,Maker,D_name,Price
395,2,beer,0.5,carlsberg,tuborg classic,60
395,22,cider,0.275,carlsberg,somersby,30
395,4,beer,0.4,carlsberg,tuborg,20
395,20,cider,0.275,smirnoff,smirnoff ice,45
395,10,shot,0.02,underberg,underberg,25
396,22,cider,0.275,carlsberg,somersby,50
396,21,cider,0.275,cult,mokai,55
396,20,cider,0.275,smirnoff,smirnoff ice,50
396,2,beer,0.4,carlsberg,tuborg classic,45
396,4,beer,0.5,carlsberg,tuborg,60
397,22,cider,0.275,carlsberg,somersby,39
397,4,beer,0.5,carlsberg,tuborg,55
397,23,cider,0.275,diageo,bacardi breezer,30
397,21,cider,0.275,cult,mokai,55
398,5,beer,0.5,diageo,guinness,40
398,23,cider,0.275,diageo,bacardi breezer,30
398,2,beer,0.4,carlsberg,tuborg classic,45
398,3,beer,0.5,carlsberg,blanc 1664,50
398,22,cider,0.275,carlsberg,somersby,55
399,21,cider,0.275,cult,mokai,45
399,2,beer,0.5,carlsberg,tuborg classic,20
400,20,cider,0.275,smirnoff,smirnoff ice,50
400,10,shot,0.02,underberg,underberg,35
400,5,beer,0.5,diageo,guinness,50
400,22,cider,0.275,carlsberg,somersby,39
400,1,beer,0.4,carlsberg,carlsberg,40
401,2,beer,0.5,carlsberg,tuborg classic,45
401,5,beer,0.4,diageo,guinness,50
401,6,beer,0.5,hancock,høker,50
402,1,beer,0.5,carlsberg,carlsberg,60
402,2,beer,0.5,carlsberg,tuborg classic,20
402,21,cider,0.275,cult,mokai,50
402,5,beer,0.4,diageo,guinness,40
402,10,shot,0.02,underberg,underberg,30
403,21,cider,0.275,cult,mokai,55
403,10,shot,0.02,underberg,underberg,25
404,20,cider,0.275,smirnoff,smirnoff ice,50
404,5,beer,0.4,diageo,guinness,55
404,6,beer,0.4,hancock,høker,40
405,6,beer,0.5,hancock,høker,65
405,21,cider,0.275,cult,mokai,55
405,3,beer,0.5,carlsberg,blanc 1664,50
405,10,shot,0.02,underberg,underberg,30
405,23,cider,0.275,diageo,bacardi breezer,55
405,5,beer,0.4,diageo,guinness,55
406,6,beer,0.4,hancock,høker,55
406,3,beer,0.4,carlsberg,blanc 1664,60
407,1,beer,0.4,carlsberg,carlsberg,55
407,6,beer,0.5,hancock,høker,50
408,22,cider,0.275,carlsberg,somersby,30
408,20,cider,0.275,smirnoff,smirnoff ice,55
408,10,shot,0.02,underberg,underberg,25
408,21,cider,0.275,cult,mokai,50
408,6,beer,0.4,hancock,høker,40
408,1,beer,0.5,carlsberg,carlsberg,40
409,4,beer,0.4,carlsberg,tuborg,40
409,23,cider,0.275,diageo,bacardi breezer,30
409,10,shot,0.02,underberg,underberg,30
409,21,cider,0.275,cult,mokai,30
409,22,cider,0.275,carlsberg,somersby,50
410,10,shot,0.02,underberg,underberg,35
410,2,beer,0.4,carlsberg,tuborg classic,20
410,6,beer,0.4,hancock,høker,55
411,20,cider,0.275,smirnoff,smirnoff ice,30
411,3,beer,0.5,carlsberg,blanc 1664,60
411,6,beer,0.4,hancock,høker,40
411,21,cider,0.275,cult,mokai,50
411,22,cider,0.275,carlsberg,somersby,30
412,4,beer,0.5,carlsberg,tuborg,55
412,3,beer,0.4,carlsberg,blanc 1664,50
412,20,cider,0.275,smirnoff,smirnoff ice,50
412,6,beer,0.5,hancock,høker,65
412,10,shot,0.02,underberg,underberg,30
412,21,cider,0.275,cult,mokai,55
413,21,cider,0.275,cult,mokai,39
413,20,cider,0.275,smirnoff,smirnoff ice,45
413,5,beer,0.5,diageo,guinness,60
414,23,cider,0.275,diageo,bacardi breezer,30
414,6,beer,0.4,hancock,høker,50
414,4,beer,0.5,carlsberg,tuborg,60
414,20,cider,0.275,smirnoff,smirnoff ice,50
415,2,beer,0.5,carlsberg,tuborg classic,20
415,22,cider,0.275,carlsberg,somersby,45
415,1,beer,0.5,carlsberg,carlsberg,40
415,3,beer,0.5,carlsberg,blanc 1664,65
415,4,beer,0.4,carlsberg,tuborg,40
415,6,beer,0.5,hancock,høker,65
415,10,shot,0.02,underberg,underberg,30
416,21,cider,0.275,cult,mokai,50
416,10,shot,0.02,underberg,underberg,35
417,22,cider,0.275,carlsberg,somersby,55
417,21,cider,0.275,cult,mokai,45
417,20,cider,0.275,smirnoff,smirnoff ice,50
417,6,beer,0.4,hancock,høker,65
417,10,shot,0.02,underberg,underberg,35
418,23,cider,0.275,diageo,bacardi breezer,39
418,3,beer,0.4,carlsberg,blanc 1664,60
419,2,beer,0.4,carlsberg,tuborg classic,40
419,5,beer,0.4,diageo,guinness,40
419,6,beer,0.4,hancock,høker,50
419,10,shot,0.02,underberg,underberg,25
420,5,beer,0.4,diageo,guinness,55
420,10,shot,0.02,underberg,underberg,25
420,21,cider,0.275,cult,mokai,55
420,4,beer,0.5,carlsberg,tuborg,60
420,6,beer,0.5,hancock,høker,60
421,1,beer,0.5,carlsberg,carlsberg,45
421,5,beer,0.4,diageo,guinness,65
421,6,beer,0.4,hancock,høker,60
422,21,cider,0.275,cult,mokai,45
422,22,cider,0.275,carlsberg,somersby,30
422,1,beer,0.4,carlsberg,carlsberg,45
423,2,beer,0.4,carlsberg,tuborg classic,45
423,4,beer,0.5,carlsberg,tuborg,40
424,4,beer,0.4,carlsberg,tuborg,50
424,3,beer,0.4,carlsberg,blanc 1664,50
424,23,cider,0.275,diageo,bacardi breezer,50
425,6,beer,0.4,hancock,høker,55
425,23,cider,0.275,diageo,bacardi breezer,50
425,2,beer,0.4,carlsberg,tuborg classic,50
425,10,shot,0.02,underberg,underberg,25
426,3,beer,0.5,carlsberg,blanc 1664,55
426,22,cider,0.275,carlsberg,somersby,45
426,1,beer,0.4,carlsberg,carlsberg,60
427,20,cider,0.275,smirnoff,smirnoff ice,55
427,4,beer,0.5,carlsberg,tuborg,60
427,22,cider,0.275,carlsberg,somersby,39
427,23,cider,0.275,diageo,bacardi breezer,30
428,4,beer,0.5,carlsberg,tuborg,60
428,5,beer,0.4,diageo,guinness,55
428,10,shot,0.02,underberg,underberg,35
428,2,beer,0.5,carlsberg,tuborg classic,60
428,23,cider,0.275,diageo,bacardi breezer,50
428,21,cider,0.275,cult,mokai,45
429,23,cider,0.275,diageo,bacardi breezer,30
429,4,beer,0.5,carlsberg,tuborg,40
429,3,beer,0.5,carlsberg,blanc 1664,65
429,21,cider,0.275,cult,mokai,30
430,10,shot,0.02,underberg,underberg,35
430,1,beer,0.5,carlsberg,carlsberg,50
430,5,beer,0.4,diageo,guinness,50
430,23,cider,0.275,diageo,bacardi breezer,39
430,2,beer,0.4,carlsberg,tuborg classic,60
431,5,beer,0.5,diageo,guinness,60
431,3,beer,0.5,carlsberg,blanc 1664,40
431,10,shot,0.02,underberg,underberg,25
431,21,cider,0.275,cult,mokai,55
432,6,beer,0.5,hancock,høker,40
432,20,cider,0.275,smirnoff,smirnoff ice,39
432,22,cider,0.275,carlsberg,somersby,50
432,2,beer,0.4,carlsberg,tuborg classic,40
432,10,shot,0.02,underberg,underberg,30
432,21,cider,0.275,cult,mokai,39
432,1,beer,0.4,carlsberg,carlsberg,60
433,10,shot,0.02,underberg,underberg,30
433,4,beer,0.5,carlsberg,tuborg,40
433,20,cider,0.275,smirnoff,smirnoff ice,30
433,22,cider,0.275,carlsberg,somersby,30
433,6,beer,0.4,hancock,høker,40
434,4,beer,0.5,carlsberg,tuborg,45
434,6,beer,0.5,hancock,høker,65
435,10,shot,0.02,underberg,underberg,35
435,1,beer,0.4,carlsberg,carlsberg,50
435,4,beer,0.4,carlsberg,tuborg,50
436,2,beer,0.4,carlsberg,tuborg classic,20
436,1,beer,0.5,carlsberg,carlsberg,50
436,5,beer,0.4,diageo,guinness,40
436,6,beer,0.5,hancock,høker,40
436,4,beer,0.4,carlsberg,tuborg,50
436,23,cider,0.275,diageo,bacardi breezer,39
437,5,beer,0.4,diageo,guinness,40
437,4,beer,0.4,carlsberg,tuborg,50
437,23,cider,0.275,diageo,bacardi breezer,50
438,23,cider,0.275,diageo,bacardi breezer,39
438,2,beer,0.5,carlsberg,tuborg classic,40
438,6,beer,0.4,hancock,høker,65
439,21,cider,0.275,cult,mokai,45
439,10,shot,0.02,underberg,underberg,25
439,20,cider,0.275,smirnoff,smirnoff ice,39
439,2,beer,0.5,carlsberg,tuborg classic,50
439,3,beer,0.5,carlsberg,blanc 1664,55
439,22,cider,0.275,carlsberg,somersby,39
439,4,beer,0.5,carlsberg,tuborg,55
440,20,cider,0.275,smirnoff,smirnoff ice,55
440,21,cider,0.275,cult,mokai,55
440,23,cider,0.275,diageo,bacardi breezer,50
440,5,beer,0.5,diageo,guinness,50
440,22,cider,0.275,carlsberg,somersby,45
441,5,beer,0.4,diageo,guinness,55
441,3,beer,0.4,carlsberg,blanc 1664,40
441,2,beer,0.5,carlsberg,tuborg classic,55
441,20,cider,0.275,smirnoff,smirnoff ice,30
441,21,cider,0.275,cult,mokai,50
441,4,beer,0.4,carlsberg,tuborg,50
441,1,beer,0.5,carlsberg,carlsberg,50
442,1,beer,0.4,carlsberg,carlsberg,40
442,5,beer,0.4,diageo,guinness,55
442,3,beer,0.4,carlsberg,blanc 1664,60
442,10,shot,0.02,underberg,underberg,35
442,23,cider,0.275,diageo,bacardi breezer,30
442,2,beer,0.4,carlsberg,tuborg classic,20
442,21,cider,0.275,cult,mokai,39
443,1,beer,0.4,carlsberg,carlsberg,40
443,5,beer,0.4,diageo,guinness,55
443,21,cider,0.275,cult,mokai,50
443,2,beer,0.5,carlsberg,tuborg classic,50
443,6,beer,0.4,hancock,høker,50
443,10,shot,0.02,underberg,underberg,30
443,22,cider,0.275,carlsberg,somersby,39
444,6,beer,0.4,hancock,høker,50
444,1,beer,0.5,carlsberg,carlsberg,50
444,2,beer,0.4,carlsberg,tuborg classic,45
444,5,beer,0.5,diageo,guinness,60
444,20,cider,0.275,smirnoff,smirnoff ice,30
445,20,cider,0.275,smirnoff,smirnoff ice,50
445,4,beer,0.4,carlsberg,tuborg,40
445,3,beer,0.5,carlsberg,blanc 1664,50
445,1,beer,0.4,carlsberg,carlsberg,60
445,21,cider,0.275,cult,mokai,30
445,10,shot,0.02,underberg,underberg,35
446,21,cider,0.275,cult,mokai,39
446,1,beer,0.4,carlsberg,carlsberg,55
446,20,cider,0.275,smirnoff,smirnoff ice,45
446,5,beer,0.4,diageo,guinness,50
446,4,beer,0.4,carlsberg,tuborg,40
446,2,beer,0.4,carlsberg,tuborg classic,50
446,10,shot,0.02,underberg,underberg,25
447,23,cider,0.275,diageo,bacardi breezer,39
447,22,cider,0.275,carlsberg,somersby,45
448,5,beer,0.4,diageo,guinness,60
448,22,cider,0.275,carlsberg,somersby,30
448,3,beer,0.4,carlsberg,blanc 1664,40
448,1,beer,0.5,carlsberg,carlsberg,55
448,23,cider,0.275,diageo,bacardi breezer,50
449,2,beer,0.4,carlsberg,tuborg classic,45
449,4,beer,0.5,carlsberg,tuborg,40
449,22,cider,0.275,carlsberg,somersby,50
449,21,cider,0.275,cult,mokai,50
449,23,cider,0.275,diageo,bacardi breezer,45
450,2,beer,0.4,carlsberg,tuborg classic,40
450,3,beer,0.5,carlsberg,blanc 1664,65
450,23,cider,0.275,diageo,bacardi breezer,39
450,20,cider,0.275,smirnoff,smirnoff ice,30
451,2,beer,0.5,carlsberg,tuborg classic,50
451,1,beer,0.5,carlsberg,carlsberg,20
452,3,beer,0.5,carlsberg,blanc 1664,50
452,1,beer,0.4,carlsberg,carlsberg,50
452,23,cider,0.275,diageo,bacardi breezer,55
452,4,beer,0.4,carlsberg,tuborg,45
452,10,shot,0.02,underberg,underberg,25
453,10,shot,0.02,underberg,underberg,30
453,22,cider,0.275,carlsberg,somersby,30
454,22,cider,0.275,carlsberg,somersby,39
454,20,cider,0.275,smirnoff,smirnoff ice,30
454,23,cider,0.275,diageo,bacardi breezer,39
455,20,cider,0.275,smirnoff,smirnoff ice,39
455,4,beer,0.4,carlsberg,tuborg,40
455,23,cider,0.275,diageo,bacardi breezer,50
455,3,beer,0.4,carlsberg,blanc 1664,55
456,1,beer,0.5,carlsberg,carlsberg,45
456,4,beer,0.4,carlsberg,tuborg,50
456,23,cider,0.275,diageo,bacardi breezer,45
456,5,beer,0.4,diageo,guinness,60
456,20,cider,0.275,smirnoff,smirnoff ice,55
456,22,cider,0.275,carlsberg,somersby,50
456,3,beer,0.5,carlsberg,blanc 1664,60
457,10,shot,0.02,underberg,underberg,30
457,6,beer,0.4,hancock,høker,40
457,4,beer,0.5,carlsberg,tuborg,50
458,1,beer,0.4,carlsberg,carlsberg,55
458,6,beer,0.4,hancock,høker,65
458,5,beer,0.4,diageo,guinness,50
458,2,beer,0.4,carlsberg,tuborg classic,55
458,22,cider,0.275,carlsberg,somersby,30
458,3,beer,0.5,carlsberg,blanc 1664,50
458,10,shot,0.02,underberg,underberg,30
459,4,beer,0.5,carlsberg,tuborg,20
459,22,cider,0.275,carlsberg,somersby,45
459,2,beer,0.5,carlsberg,tuborg classic,60
459,10,shot,0.02,underberg,underberg,25
459,20,cider,0.275,smirnoff,smirnoff ice,55
460,1,beer,0.4,carlsberg,carlsberg,50
460,10,shot,0.02,underberg,underberg,35
460,23,cider,0.275,diageo,bacardi breezer,39
460,6,beer,0.4,hancock,høker,65
461,5,beer,0.5,diageo,guinness,55
461,4,beer,0.5,carlsberg,tuborg,45
461,10,shot,0.02,underberg,underberg,35
461,6,beer,0.5,hancock,høker,50
461,20,cider,0.275,smirnoff,smirnoff ice,50
461,22,cider,0.275,carlsberg,somersby,39
462,10,shot,0.02,underberg,underberg,35
462,21,cider,0.275,cult,mokai,30
462,2,beer,0.5,carlsberg,tuborg classic,45
462,5,beer,0.4,diageo,guinness,40
462,3,beer,0.4,carlsberg,blanc 1664,60
463,6,beer,0.5,hancock,høker,65
463,5,beer,0.4,diageo,guinness,55
463,10,shot,0.02,underberg,underberg,35
463,20,cider,0.275,smirnoff,smirnoff ice,39
463,4,beer,0.5,carlsberg,tuborg,20
464,2,beer,0.4,carlsberg,tuborg classic,50
464,20,cider,0.275,smirnoff,smirnoff ice,50
464,5,beer,0.5,diageo,guinness,40
464,22,cider,0.275,carlsberg,somersby,55
465,21,cider,0.275,cult,mokai,50
465,4,beer,0.4,carlsberg,tuborg,55
465,2,beer,0.4,carlsberg,tuborg classic,20
466,4,beer,0.4,carlsberg,tuborg,45
466,10,shot,0.02,underberg,underberg,35
466,1,beer,0.5,carlsberg,carlsberg,20
466,6,beer,0.4,hancock,høker,40
466,23,cider,0.275,diageo,bacardi breezer,55
466,22,cider,0.275,carlsberg,somersby,55
466,2,beer,0.4,carlsberg,tuborg classic,50
467,10,shot,0.02,underberg,underberg,25
467,23,cider,0.275,diageo,bacardi breezer,50
468,6,beer,0.5,hancock,høker,55
468,3,beer,0.5,carlsberg,blanc 1664,55
468,10,shot,0.02,underberg,underberg,25
468,21,cider,0.275,cult,mokai,50
468,2,beer,0.4,carlsberg,tuborg classic,20
468,20,cider,0.275,smirnoff,smirnoff ice,50
468,5,beer,0.5,diageo,guinness,55
469,21,cider,0.275,cult,mokai,30
469,6,beer,0.4,hancock,høker,40
469,1,beer,0.4,carlsberg,carlsberg,45
469,20,cider,0.275,smirnoff,smirnoff ice,30
469,4,beer,0.4,carlsberg,tuborg,50
469,22,cider,0.275,carlsberg,somersby,45
470,21,cider,0.275,cult,mokai,30
470,6,beer,0.4,hancock,høker,60
470,23,cider,0.275,diageo,bacardi breezer,55
470,3,beer,0.4,carlsberg,blanc 1664,55
470,5,beer,0.5,diageo,guinness,55
471,23,cider,0.275,diageo,bacardi breezer,30
471,6,beer,0.5,hancock,høker,50
471,21,cider,0.275,cult,mokai,55
471,22,cider,0.275,carlsberg,somersby,30
471,4,beer,0.4,carlsberg,tuborg,40
471,1,beer,0.5,carlsberg,carlsberg,40
472,3,beer,0.4,carlsberg,blanc 1664,65
472,5,beer,0.5,diageo,guinness,50
472,20,cider,0.275,smirnoff,smirnoff ice,45
472,4,beer,0.5,carlsberg,tuborg,20
472,1,beer,0.4,carlsberg,carlsberg,20
472,21,cider,0.275,cult,mokai,45
473,4,beer,0.5,carlsberg,tuborg,60
473,1,beer,0.4,carlsberg,carlsberg,55
473,22,cider,0.275,carlsberg,somersby,39
473,3,beer,0.5,carlsberg,blanc 1664,65
473,20,cider,0.275,smirnoff,smirnoff ice,50
473,2,beer,0.5,carlsberg,tuborg classic,60
474,22,cider,0.275,carlsberg,somersby,39
474,4,beer,0.4,carlsberg,tuborg,55
474,3,beer,0.5,carlsberg,blanc 1664,60
474,5,beer,0.4,diageo,guinness,55
474,21,cider,0.275,cult,mokai,55
474,6,beer,0.4,hancock,høker,50
474,20,cider,0.275,smirnoff,smirnoff ice,55
475,20,cider,0.275,smirnoff,smirnoff ice,50
475,10,shot,0.02,underberg,underberg,25
476,1,beer,0.4,carlsberg,carlsberg,40
476,2,beer,0.4,carlsberg,tuborg classic,55
476,10,shot,0.02,underberg,underberg,25
476,4,beer,0.5,carlsberg,tuborg,55
477,22,cider,0.275,carlsberg,somersby,55
477,20,cider,0.275,smirnoff,smirnoff ice,50
478,2,beer,0.4,carlsberg,tuborg classic,20
478,10,shot,0.02,underberg,underberg,35
478,5,beer,0.4,diageo,guinness,55
478,23,cider,0.275,diageo,bacardi breezer,45
479,23,cider,0.275,diageo,bacardi breezer,55
479,22,cider,0.275,carlsberg,somersby,55
479,5,beer,0.4,diageo,guinness,65
479,10,shot,0.02,underberg,underberg,25
479,3,beer,0.4,carlsberg,blanc 1664,65
479,6,beer,0.4,hancock,høker,55
480,21,cider,0.275,cult,mokai,45
480,22,cider,0.275,carlsberg,somersby,39
480,20,cider,0.275,smirnoff,smirnoff ice,39
480,6,beer,0.5,hancock,høker,65
480,10,shot,0.02,underberg,underberg,35
480,1,beer,0.4,carlsberg,carlsberg,50
481,1,beer,0.4,carlsberg,carlsberg,40
481,10,shot,0.02,underberg,underberg,35
481,21,cider,0.275,cult,mokai,39
482,23,cider,0.275,diageo,bacardi breezer,55
482,10,shot,0.02,underberg,underberg,25
483,5,beer,0.5,diageo,guinness,65
483,2,beer,0.5,carlsberg,tuborg classic,55
483,20,cider,0.275,smirnoff,smirnoff ice,39
483,23,cider,0.275,diageo,bacardi breezer,50
483,21,cider,0.275,cult,mokai,50
483,6,beer,0.5,hancock,høker,60
484,21,cider,0.275,cult,mokai,50
484,4,beer,0.4,carlsberg,tuborg,20
485,22,cider,0.275,carlsberg,somersby,30
485,23,cider,0.275,diageo,bacardi breezer,55
486,4,beer,0.5,carlsberg,tuborg,50
486,1,beer,0.5,carlsberg,carlsberg,50
487,4,beer,0.5,carlsberg,tuborg,60
487,2,beer,0.4,carlsberg,tuborg classic,55
487,6,beer,0.4,hancock,høker,60
487,22,cider,0.275,carlsberg,somersby,39
487,10,shot,0.02,underberg,underberg,30
488,23,cider,0.275,diageo,bacardi breezer,50
488,10,shot,0.02,underberg,underberg,35
488,20,cider,0.275,smirnoff,smirnoff ice,45
489,2,beer,0.5,carlsberg,tuborg classic,40
489,22,cider,0.275,carlsberg,somersby,55
489,5,beer,0.5,diageo,guinness,55
489,20,cider,0.275,smirnoff,smirnoff ice,55
490,4,beer,0.5,carlsberg,tuborg,50
490,10,shot,0.02,underberg,underberg,25
490,22,cider,0.275,carlsberg,somersby,39
491,2,beer,0.4,carlsberg,tuborg classic,20
491,5,beer,0.5,diageo,guinness,65
491,21,cider,0.275,cult,mokai,45
491,6,beer,0.4,hancock,høker,55
491,1,beer,0.5,carlsberg,carlsberg,40
491,4,beer,0.5,carlsberg,tuborg,50
491,23,cider,0.275,diageo,bacardi breezer,55
492,2,beer,0.5,carlsberg,tuborg classic,45
492,4,beer,0.4,carlsberg,tuborg,40
492,1,beer,0.4,carlsberg,carlsberg,55
492,10,shot,0.02,underberg,underberg,30
493,2,beer,0.5,carlsberg,tuborg classic,45
493,22,cider,0.275,carlsberg,somersby,39
493,10,shot,0.02,underberg,underberg,30
493,23,cider,0.275,diageo,bacardi breezer,45
493,6,beer,0.5,hancock,høker,60
493,3,beer,0.5,carlsberg,blanc 1664,40
494,20,cider,0.275,smirnoff,smirnoff ice,45
494,10,shot,0.02,underberg,underberg,25
495,23,cider,0.275,diageo,bacardi breezer,55
495,2,beer,0.5,carlsberg,tuborg classic,20
495,1,beer,0.5,carlsberg,carlsberg,55
496,3,beer,0.4,carlsberg,blanc 1664,40
496,2,beer,0.5,carlsberg,tuborg classic,40
496,6,beer,0.5,hancock,høker,55
496,22,cider,0.275,carlsberg,somersby,50
496,10,shot,0.02,underberg,underberg,25
496,5,beer,0.4,diageo,guinness,40
497,22,cider,0.275,carlsberg,somersby,30
497,1,beer,0.5,carlsberg,carlsberg,50
497,23,cider,0.275,diageo,bacardi breezer,45
497,4,beer,0.4,carlsberg,tuborg,45
498,5,beer,0.4,diageo,guinness,65
498,1,beer,0.4,carlsberg,carlsberg,45
499,20,cider,0.275,smirnoff,smirnoff ice,39
499,23,cider,0.275,diageo,bacardi breezer,39
499,4,beer,0.4,carlsberg,tuborg,45
500,1,beer,0.5,carlsberg,carlsberg,45
500,2,beer,0.4,carlsberg,tuborg classic,40
500,6,beer,0.4,hancock,høker,60
501,3,beer,0.4,carlsberg,blanc 1664,50
501,1,beer,0.5,carlsberg,carlsberg,40
501,20,cider,0.275,smirnoff,smirnoff ice,45
502,3,beer,0.5,carlsberg,blanc 1664,55
502,22,cider,0.275,carlsberg,somersby,45
502,1,beer,0.5,carlsberg,carlsberg,45
502,5,beer,0.4,diageo,guinness,65
503,1,beer,0.5,carlsberg,carlsberg,20
503,3,beer,0.4,carlsberg,blanc 1664,50
503,23,cider,0.275,diageo,bacardi breezer,39
503,4,beer,0.5,carlsberg,tuborg,40
503,10,shot,0.02,underberg,underberg,35
503,20,cider,0.275,smirnoff,smirnoff ice,50
503,2,beer,0.4,carlsberg,tuborg classic,20
504,5,beer,0.5,diageo,guinness,65
504,10,shot,0.02,underberg,underberg,30
504,21,cider,0.275,cult,mokai,55
504,6,beer,0.4,hancock,høker,60
504,1,beer,0.4,carlsberg,carlsberg,45
504,2,beer,0.5,carlsberg,tuborg classic,20
504,3,beer,0.4,carlsberg,blanc 1664,40
505,23,cider,0.275,diageo,bacardi breezer,39
505,2,beer,0.4,carlsberg,tuborg classic,40
505,1,beer,0.4,carlsberg,carlsberg,55
506,21,cider,0.275,cult,mokai,55
506,22,cider,0.275,carlsberg,somersby,30
507,4,beer,0.5,carlsberg,tuborg,20
507,2,beer,0.5,carlsberg,tuborg classic,50
507,20,cider,0.275,smirnoff,smirnoff ice,50
507,6,beer,0.4,hancock,høker,65
507,22,cider,0.275,carlsberg,somersby,50
507,3,beer,0.5,carlsberg,blanc 1664,65
507,1,beer,0.4,carlsberg,carlsberg,55
508,2,beer,0.5,carlsberg,tuborg classic,50
508,10,shot,0.02,underberg,underberg,35
508,4,beer,0.4,carlsberg,tuborg,40
508,6,beer,0.5,hancock,høker,65
508,5,beer,0.4,diageo,guinness,65
508,22,cider,0.275,carlsberg,somersby,55
508,20,cider,0.275,smirnoff,smirnoff ice,55
509,22,cider,0.275,carlsberg,somersby,39
509,10,shot,0.02,underberg,underberg,35
509,2,beer,0.5,carlsberg,tuborg classic,20
509,20,cider,0.275,smirnoff,smirnoff ice,30
509,6,beer,0.5,hancock,høker,60
509,23,cider,0.275,diageo,bacardi breezer,30
510,5,beer,0.5,diageo,guinness,40
510,10,shot,0.02,underberg,underberg,25
510,21,cider,0.275,cult,mokai,55
510,1,beer,0.4,carlsberg,carlsberg,60
511,22,cider,0.275,carlsberg,somersby,39
511,10,shot,0.02,underberg,underberg,30
511,6,beer,0.4,hancock,høker,60
511,23,cider,0.275,diageo,bacardi breezer,30
512,4,beer,0.5,carlsberg,tuborg,20
512,20,cider,0.275,smirnoff,smirnoff ice,45
512,6,beer,0.4,hancock,høker,65
512,2,beer,0.4,carlsberg,tuborg classic,45
512,1,beer,0.5,carlsberg,carlsberg,20
513,5,beer,0.4,diageo,guinness,55
513,20,cider,0.275,smirnoff,smirnoff ice,55
513,3,beer,0.5,carlsberg,blanc 1664,40
513,2,beer,0.5,carlsberg,tuborg classic,50
514,2,beer,0.5,carlsberg,tuborg classic,60
514,3,beer,0.4,carlsberg,blanc 1664,50
514,6,beer,0.5,hancock,høker,55
514,1,beer,0.4,carlsberg,carlsberg,60
514,4,beer,0.5,carlsberg,tuborg,20
514,20,cider,0.275,smirnoff,smirnoff ice,45
515,22,cider,0.275,carlsberg,somersby,50
515,6,beer,0.4,hancock,høker,65
515,4,beer,0.4,carlsberg,tuborg,55
515,20,cider,0.275,smirnoff,smirnoff ice,39
515,21,cider,0.275,cult,mokai,45
515,2,beer,0.4,carlsberg,tuborg classic,55
516,21,cider,0.275,cult,mokai,50
516,3,beer,0.4,carlsberg,blanc 1664,50
516,4,beer,0.5,carlsberg,tuborg,40
516,20,cider,0.275,smirnoff,smirnoff ice,50
516,22,cider,0.275,carlsberg,somersby,45
517,22,cider,0.275,carlsberg,somersby,30
517,5,beer,0.4,diageo,guinness,60
517,3,beer,0.5,carlsberg,blanc 1664,65
517,4,beer,0.4,carlsberg,tuborg,60
517,10,shot,0.02,underberg,underberg,35
517,6,beer,0.5,hancock,høker,60
518,4,beer,0.4,carlsberg,tuborg,40
518,10,shot,0.02,underberg,underberg,25
518,3,beer,0.4,carlsberg,blanc 1664,55
518,21,cider,0.275,cult,mokai,45
518,1,beer,0.5,carlsberg,carlsberg,20
519,22,cider,0.275,carlsberg,somersby,39
519,1,beer,0.5,carlsberg,carlsberg,20
519,20,cider,0.275,smirnoff,smirnoff ice,30
520,1,beer,0.4,carlsberg,carlsberg,60
520,2,beer,0.4,carlsberg,tuborg classic,55
521,4,beer,0.5,carlsberg,tuborg,60
521,1,beer,0.4,carlsberg,carlsberg,50
521,6,beer,0.4,hancock,høker,60
521,10,shot,0.02,underberg,underberg,30
522,4,beer,0.4,carlsberg,tuborg,40
522,2,beer,0.5,carlsberg,tuborg classic,55
522,23,cider,0.275,diageo,bacardi breezer,39
522,22,cider,0.275,carlsberg,somersby,55
522,10,shot,0.02,underberg,underberg,30
522,1,beer,0.4,carlsberg,carlsberg,45
523,22,cider,0.275,carlsberg,somersby,45
523,6,beer,0.5,hancock,høker,60
523,2,beer,0.4,carlsberg,tuborg classic,45
523,20,cider,0.275,smirnoff,smirnoff ice,50
524,2,beer,0.5,carlsberg,tuborg classic,60
524,22,cider,0.275,carlsberg,somersby,39
524,1,beer,0.4,carlsberg,carlsberg,50
524,10,shot,0.02,underberg,underberg,30
524,3,beer,0.5,carlsberg,blanc 1664,50
524,4,beer,0.4,carlsberg,tuborg,60
524,21,cider,0.275,cult,mokai,30
525,1,beer,0.4,carlsberg,carlsberg,60
525,20,cider,0.275,smirnoff,smirnoff ice,30
525,23,cider,0.275,diageo,bacardi breezer,55
525,6,beer,0.4,hancock,høker,65
525,3,beer,0.5,carlsberg,blanc 1664,55
526,6,beer,0.4,hancock,høker,60
526,23,cider,0.275,diageo,bacardi breezer,39
526,4,beer,0.5,carlsberg,tuborg,40
526,1,beer,0.4,carlsberg,carlsberg,40
526,20,cider,0.275,smirnoff,smirnoff ice,45
526,22,cider,0.275,carlsberg,somersby,55
526,2,beer,0.5,carlsberg,tuborg classic,60
527,20,cider,0.275,smirnoff,smirnoff ice,30
527,21,cider,0.275,cult,mokai,50
528,20,cider,0.275,smirnoff,smirnoff ice,45
528,3,beer,0.4,carlsberg,blanc 1664,65
529,20,cider,0.275,smirnoff,smirnoff ice,55
529,3,beer,0.5,carlsberg,blanc 1664,50
529,23,cider,0.275,diageo,bacardi breezer,50
529,22,cider,0.275,carlsberg,somersby,45
529,4,beer,0.5,carlsberg,tuborg,45
529,2,beer,0.5,carlsberg,tuborg classic,40
